AnoHecho;CodigoMunicipioHecho;Departamento;Municipio;Zona;Sexo;Edad;UsuarioVia;ActorVial;TipoVehiculoGrupo;ObjetoColision;CondicionVictima;DiaOcurrencia;Rango3horas;ConteoRegistros
2023.0;25183.0;Cundinamarca;;Urbana;Mujer;22.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte individual;Pasajero;6.Sábado;00:00 a 02:59;1.0
2017.0;11001.0;Bogota Dc;Bogota;Urbana;;73.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;;1.0
2017.0;41298.0;Huila;Garzon;Urbana;Mujer;4.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;;1.0
2019.0;76834.0;Valle Del Cauca;Tulua;Urbana;Mujer;76.0;Peatón;Peatón;No Aplica;Sin info.;PEATÓN;5.Viernes;;1.0
2016.0;50001.0;Meta;Villavicencio;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;5.Viernes;18:00 a 20:59;1.0
2023.0;5315.0;Antioquia;Guadalupe;Urbana;Mujer;24.0;Usuario de moto;Usuario de moto;;Motocicleta;Coductor;7.Domingo;;1.0
2024.0;13468.0;Bolivar;Mompos;Urbana;Hombre;64.0;Usuario de moto;Usuario de moto;Motocicleta;N aplica;Conductor;6.Sábado;;1.0
2021.0;52001.0;Narino;Pasto;Urbana;Hombre;83.0;Peatón;Peatón;No Aplica;  Motocicleta  ;Peatón;1.Lunes;;1.0
2022.0;52352.0;Narino;Iles;Rural;Hombre;85.0;Peatón;Peatón;No Aplica;Sin info.;;2.Martes;18:00 a 20:59;1.0
2020.0;47001.0;Magdalena;Santa Marta;Sin Información;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;4.Jueves;;
2015.0;19807.0;Cauca;;Urbana;Mujer;69.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Objeto fijo;Pasajero;4.JUEVES;21:00 a 23:59;1.0
2016.0;66170.0;Risaralda;Dosquebradas;Urbana;MUJER;80.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;3.Miércoles;12:00 a 14:59;1.0
2023.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;20.0;Usuaro de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;7.Domingo;15:00 a 17:59;1.0
2015.0;76147.0;Valle Del Cauca;Cartago;Urbana;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2017.0;76113.0;Valle Del Cauca;Bugalagrande;Urbana;Mujer;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;2.Martes;00:00 a 02:59;1.0
2025.0;66001.0;Risaralda;Pereira;Urbana;Hombre;54.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;18:00 a 20:59;1.0
2024.0;5890.0;Antioquia;Yolombo;Rural;Mujer;0.25;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Pasajero;2.Martes;;1.0
2021.0;5266.0;Antioquia;Envigado;Urbana;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;1.Lunes;00:00 a 02:59;1.0
2020.0;86569.0;Putumayo;Puerto Caicedo;Rural;Hombre;51.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;4.Jueves;;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;22.0;Peatón;Peatón;No Aplica;Transporte de pasajeros;Peatón;3.Miércoles;09:00 a 11:59;1.0
;25754.0;Cundinamarca;Soacha;Sin Información;Hombre;76.0;Peatón;Peatón;No Aplica;;peatón;7.Domingo;;1.0
2018.0;68081.0;;Barrancabermeja;Urbana;Hombre;48.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;6.Sábado;12:00 a 14:59;1.0
2019.0;52835.0;Narino;Tumaco;Rural;Mujer;8.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;;1.0
2018.0;68615.0;Santander;Rionegro;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Cnductor;6.Sábado;21:00 a 23:59;1.0
2015.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;34.0;Usuario de moto;USUARIO DE MOTO;Motocicleta;Transporte individual;Conductor;1.Lunes;12:00 a 14:59;1.0
2024.0;;Bogota Dc;Bogota;Urbana;Hombre;26.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte de pasajeros;Conductor;4.Jueves;18:00 a 20:59;1.0
2021.0;76306.0;Valle Del Cauca;Ginebra;Rural;Hombre;30.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Conductor;3.Miércoles;18:00 a 20:59;1.0
2022.0;73001.0;Tolima;Ibague;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conducor;4.Jueves;18:00 a 20:59;1.0
2016.0;47798.0;Magdalena;Tenerife;Rural;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;;1.Lunes;00:00 a 02:59;1.0
2025.0;27810.0;Choco;Union Panamericana;Rural;Hombre;37.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Transporte de carga;Conductor;2.Martes;09:0 a 11:59;1.0
2024.0;17616.0;Caldas;Risaralda;Urbana;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2020.0;76147.0;Valle Del Cauca;Cartago;Urbana;Mujer;17.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;7.Domingo;;1.0
2022.0;63130.0;Quindio;Calarca;Rural;Hombre;46.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2024.0;5837.0;Antioquia;Turbo;Rural;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;21:00 a 23:59;1.0
2021.0;68464.0;Santander;Mogotes;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objto fijo;Conductor;7.Domingo;;1.0
2021.0;23001.0;Cordoba;Monteria;Urbana;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;3.Miércoles;;1.0
2021.0;13001.0;Bolivar;Cartagena;Urbana;Hombre;56.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;;1.0
2019.0;50313.0;Meta;Granada;Rural;Mujer;46.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;1.Lunes;03:00 a 05:59;1.0
2024.0;25214.0;Cundinamarca;Cota;Rural;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;5.Viernes;03:00 a 05:59;1.0
2017.0;18001.0;Caqueta;Florencia;Urbana;Hombre;81.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;;1.0
2018.0;50001.0;Meta;Villavicencio;Rural;Hombre;37.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;;1.0
2022.0;25612.0;Cundinamarca;Ricaurte;Sin Información;Mujer;32.0;Usuario de moto;Usuario de moto;Mtocicleta;Objeto fijo;Conductor;2.Martes;;1.0
2017.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2025.0;15516.0;Boyaca;Paipa;Rural;Hombre;29.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Pasajero;4.Jueves;;1.0
2018.0;25290.0;Cundinamarca;Fusagasuga;Urbana;Hombre;61.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;21:00 a 23:59;1.0
2018.0;5318.0;Antioquia;Guarne;Rural;Hombre;45.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;12:00 a 14:59;1.0
2015.0;68615.0;Santander;Rionegro;Rural;Hombre;52.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;3.Miércoles;12:00 a 14:59;1.0
2015.0;19698.0;Cauca;Santander Quilichao;Urbana;Hombre;83.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;12:00 a 14:59;1.0
2015.0;5001.0;Antioquia;Medellin;Urbana;Hombre;62.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;21:00 a 23:59;1.0
2024.0;76520.0;Valle Del Cauca;Palmira;Rural;Hombre;54.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte individual;Conductor;7.Domingo;;1.0
2025.0;54001.0;Norte Santander;Cucuta;Urbana;Mujer;46.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;;1.0
2023.0;17088.0;Caldas;Belalcazar;Rural;Hombre;19.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;6.Sábado;15:00 a 17:59;1.0
2023.0;68780.0;Santander;Surata;Rural;Hombre;56.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;Conductor;1.Lunes;;1.0
2019.0;85225.0;Casanare;Nunchia;Rural;  Mujer  ;70.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;5.Viernes;;1.0
2023.0;85001.0;Casanare;Yopal;Urbana;Hombre;38.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;2.Martes;;1.0
;50606.0;Meta;Restrepo;Urbana;Mujer;39.0;Usuario de moto;Usuario de moto;motocicleta;No aplica;Conductor;1.Lunes;;1.0
2016,0;76001.0;Valle Del Cauca;Cali;Sin Información;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;;1.0
2019.0;70823.0;sucre;Tolu Viejo;Rural;Hombre;74.0;Peatón;peatón;No Aplica;Motocicleta;Peatón;6.Sábado;18:00 a 20:59;1.0
2023.0;5585.0;Antioquia;Puerto Nare;Sin Información;Hombre;41.0;Usuario de moto;Usuario de moto;Motocicleta;Animal en via;Conductor;1.Lunes;;1.0
2023.0;13650.0;Bolivar;San Fernando;Urbana;Hombre;85.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte individual;Conductor;3.Miércoles;;1.0
2024.0;25099.0;Cundinamarca;Bojaca;Rural;Hombre;60.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Pasajero;5.Viernes;21:00 a 23:59;1.0
2021.0;41001.0;huila;Neiva;Urbana;Hombre;28.0;Usuario de moto;Usuario de moto;Motocicleta;;Conductor;2.Martes;;1.0
2022.0;;Atlantico;Soledad;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;2.Martes;12:00 a 14:59;1.0
2024.0;;Choco;Quibdo;Urbana;Hombre;45.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;6.Sábado;12:00 a 14:59;1.0
2016.0;19001.0;Cauca;Popayan;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;2.Martes;06:00 a 08:59; 1.0 
2017.0;52001.0;Narino;Pasto;Urbana;  Mujer  ;29.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;2.Martes;12:00 a 14:59;1.0
2025.0;81794.0;Arauca;Tame;Rural;Hombre;33.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;5.Viernes;;1.0
2015.0;20710.0;Cesar;San Alberto;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;00:00 a 02:59;1.0
;13001.0;Bolivar;Cartagena;Rural;Hombre;62.0;Peatón;Peatón;No Aplica;Animal en via;Peatón;;;1.0
;17013.0;Caldas;Aguadas;Rural;Hombre;43.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;5.Viernes;;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;62.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;12:00 a 14:59;1.0
2021.0;68547.0;Santander;Piedecuesta;Rural;Mujer;18.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;2.Martes;15:00 a 17:59;1.0
;20770.0;Cesar;San Martin;Rural;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;6.Sábado;;1.0
2023.0;5001.0;Antioquia;Medellin;Urbana;Hombre;33.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;;1.0
2025.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;2.0
2019.0;5847.0;Antioquia;Urrao;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;15:00 a 17:59;1.0
2015.0;70001.0;Sucre;Sincelejo;Urbana;Hombre;66.0;Peatón;  Peatón  ;No Aplica;Motocicleta;Peatón;7.Domingo;15:00 a 17:59;1.0
2025,0;54001.0;Norte Santander;Cucuta;Urbana;Hombre;30.0;usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;5.Viernes;;1.0
;73411.0;Tolima;Libano;Urbana;Hombre;72.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;21:00 a 23:59;1.0
2021.0;66572.0;Risaralda;Pueblo Rico;Rural;Hombre;7.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Pasajero;4.Jueves;12:00 a 14:59;1.0
2024.0;11001.0;Bogota Dc;Bogota;Urbana;Mujer;19.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;6.Sábado;03:00 a 05:59;1.0
2017.0;25785.0;Cundinamarca;Tabio;Rural;Hombre;35.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;;6.Sábado;06:00 a 08:59;1.0
2020.0;47001.0;Magdalena;Santa Marta;Urbana;Mujer;35.0;Usuario T.Carga;;Transporte De Carga;No aplica;Pasajero;2.Martes;;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;29.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Conductor;6.Sábado;12:00 a 14:59;1.0
2016.0;13001.0;;Cartagena;Rural;Hombre;70.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2016.0;81300.0;Arauca;Fortul;Rural;Hombre;19.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;7.Domingo;21:00 a 23:59;1.0
;47001.0;Magdalena;Santa Marta;Urbana;Mujer;51.0;Peatón;Peatón;No Aplica;transporte individual;Peatón;1.Lnes;00:00 a 02:59;1.0
2025.0;5001.0;Antioquia;Medellin;Urbana;Hombre;45.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;12:00 a 14:59;1.0
2015.0;5579.0;Antioquia;Puerto Berrio;Urbana;Hombre;69.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Motocicleta;Conductor;6.Sábado;18:00 a 20:59;1.0
2023.0;54001.0;Norte Santander;Cucuta;Urbana;Hombre;35.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;;1.0
2017.0;5237.0;Antioquia;Don Matias;Rural;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;00:00 a 02:59;1.0
2025.0;73616.0;Tolima;Rioblanco;Rural;Hombre;1.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Pasajero;1.Lunes;;1.0
2018.0;5854.0;Antioquia;Valdivia;Rural;Hombre;35.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Conductor;2.Martes;;1.0
2021.0;19533.0;Cauca;Piamonte;Rural;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;;7.Domingo;21:00 a 23:59;1.0
2020.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;51.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de pasajeros;Conductor;3.Miércoles;;1.0
 2018.0 ;86320.0;Putumayo;Orito;Rural;Hombre;74.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;1.Lunes;;1.0
2016.0;66170.0;Risaralda;Dosquebradas;Urbana;;14.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;7.Domingo;00:00 a 02:59;1.0
2025.0;73861.0;Tolima;Venadillo;Urbana;Hombre;24.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;;1.0
2016.0;23417.0;Cordoba;Lorica;Sin Información;Mujer;53.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Pasajero;1.Lunes;09:00 a 11:59;1.0
2017.0;17001.0;Caldas;Manizales;Rural;Hombre;49.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Pasajero;7.Domingo;;1.0
2023.0;54223.0;Norte Santander;Cucutilla;Rural;Hombre;44.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No  aplica;Conductor;1.Lunes;;1.0
2023.0;47545.0;Magdalena;Pijino Del Carmen;Rural;Hombre;75.0;Usuario de moto;Usuario de moto;Otras Motos;No aplica;Pasajero;5.Viernes;;1.0
2024.0;76109.0;Valle Del Cauca;Buenaventura;Urbana;Hombre;26.0;Usuario de moto;;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2024.0;86749.0;Putumayo;Sibundoy;Rural;Hombre;71.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;09:00 a 11:59;1.0
2024.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;34.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;Objeto fijo;Pasajero;5.Viernes;;
2025.0;81001.0;Arauca;Arauca;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;5.Viernes;18:00 a 20:59;1.0
2023.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;55.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2022.0;68081.0;Santander;Barrancabermeja;Urbana;Hombre;62.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;Objeto fijo;Conductor;5.Viernes;03:00 a 05:59;1.0
2023.0;70708.0;Sucre;San Marcos;Rural;Hombre;49.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;6.Sábado;00:00 a 02:59;1.0
2020.0;5154.0;Antioquia;Caucasia;Urbana;Hombre;19.0;;Usuario de vehículo;Transporte De Carga;No  aplica;Pasajero;7.Domingo;18:00 a 20:59;1.0
2021.0;41551.0;Huila;Pitalito;Rural;Mujer;73.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Pasajero;6.Sábado;09:00 a 11:59;1.0
2015.0;73168.0;Tolima;Chaparral;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;00:00 a 02:59;
2017.0;5001.0;Antioquia;Medellin;Urbana;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;  Conductor  ;6.Sábado;18:00 a 20:59;1.0
2023.0;76001.0;Valle Del Cauca;Cali;Urbana;Mujer;76.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;18:00 a 20:59;1.0
2021.0;23001.0;Cordoba;Monteria;Urbana;Hombre;48.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2023.0;50001.0;Meta;Villavicencio;Urbana;Hombre;33.0;Usuario de moto;Usuario de moto;;Objeto fijo;Conductor;5.Viernes;12:00 a 14:59;1.0
2023.0;73555.0;Tolima;Planadas;Rural;Mujer;36.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;7.Domingo;;1.0
2017.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;50.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;00:00 a 02:59;1.0
2025.0;13001.0;Bolivar;Cartagena;Urbana;Mujer;35.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;7.Domingo;00:00 a 02:59;1.0
2021.0;76616.0;Valle Del Cauca;Riofrio;Rural;Hombre;22.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Conductor;3.Miércoles;;1.0
2018.0;13244.0;Bolivar;El Carmen Bolivar;  Urbana  ;Hombre;56.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;2.Martes;18:00 a 20:59;1.0
2022.0;76306.0;Valle Del Cauca;Ginebra;Rural;Hombre;45.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;06:00 a 08:59;1.0
2018.0;47001.0;Magdalena;Santa Marta;Urbana;Hombre;78.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;06:00 a 08:59;1.0
2023.0;70708.0;Sucre;San Marcos;Rural;Hombe;35.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2018.0;66001.0;Risaralda;Pereira;Rural;Hombre;91.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;18:00 a 20:59;1.0
2023.0;8758.0;Atlantico;Soledad;Urbana;Hombre;44.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;1.Lunes;;1.0
2023.0;86001.0;Putumayo;Mocoa;Urbana;Mujer;62.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;5.Viernes;;1.0
2022.0;54520.0;Norte Santander;Pamplonita;Rural;Hombre;;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;4.Jueves;18:00 a 20:59;1.0
2019.0;73001.0;Tolima;Ibague;Rural;Mujer;28.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Objeto fijo;Pasajero;7.Domingo;18:00 A 20:59;1.0
2023.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;1.Lunes;09:00 a 11:59;1.0
2024.0;73443.0;Tolima;Mariquita;Rural;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2022.0;73675.0;Tolima;San Antonio;Urbana;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2022.0;68081.0;Santander;Barrancabermeja;Urbana;Mujer;25.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Pasajero;7.Domingo;03:00 a 05:59;1.0
2019.0;76895.0;Valle Del Cauca;Zarzal;Urbana;Hombre;57.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;;1.0
2023.0;5376.0;Antioquia;La Ceja;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2019.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;72.0;Peatón;Peatón;No Aplica;Motocicleta;;6.Sábado;;1.0
2015.0;19698.0;Cauca;Santander Quilichao;Rural;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;;5.Viernes;15:00 a 17:59;1.0
2016.0;13001.0;Bolivar;Cartagena;Urbana;Hombre;24.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;  7.Domingo  ;;1.0
2020.0;76130.0;Valle Del Cauca;Candelaria;Urbana;Hombre;79.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;5.Viernes;;1.0
2015.0;5079.0;Antioquia;Barbosa;Rural;Hombre;51.0;Peatón;Peatón;;Transporte individual;Peatón;2.Martes;;1.0
2016.0;20001.0;Cesar;Valledupar;Urbana;hombre;40.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;03:00 a 05:59;1.0
2022.0;50001.0;Meta;Villavicencio;Urbana;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;4.Jueves;;1.0
2022.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;09:00 a 11:59;1.0
2015.0;20001.0;Cesar;Valledupar;Rural;Hombre;43.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte individual;Conductor;1.Lunes;;1.0
2023.0;5001.0;Antioquia;Medellin;Urbana;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;15:00 a 17:59;1.0
2017.0;68001.0;Santander;Bucaramanga;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2018.0;76890.0;Valle Del Cauca;Yotoco;Rural;Hombre;48.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;4.Jueves;21:00 a 23:59;1.0
2022.0;68320.0;Santander;Guadalupe;Urbana;Mujer;42.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2021.0;19450.0;Cauca;Mercaderes;Rural;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;03:00 a 05:59;1.0
2016.0;44090.0;La Guajira;Dibulla;Rural;Hombre;25.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Pasajero;1.Lunes;00:00 a 02:59;1.0
2024.0;44090.0;La Guajira;Dibulla;Urbana;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;;2.Martes;21:00 a 23:59;1.0
2015.0;66682.0;Risaralda;Santa Rosa Cabal;Urbana;Hombre;28.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;;1.0
2024.0;23001.0;Cordoba;Monteria;Urbana;Hombre;51.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;03:00 a 05:59;1.0
2016.0;73408.0;Tolima;Lerida;Rural;Hombre;59.0;Usuario de V.Individual;Usuario de vehículo;TRANSPORTE INDIVIDUAL;;Pasajero;1.Lunes;;1.0
2025.0;70221.0;Sucre;Covenas;Urbana;Hombre;15.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
2022.0;8001.0;Atlantico;;Urbana;Hombre;32.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;5.Viernes;;1.0
2016.0;15368.0;Boyaca;Jerico;Urbana;Hombre;36.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;00:00 a 02:59;1.0
2024.0;13001.0;Bolivar;Cartagena;Urbana;Hombre;24.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte individual;Conductor;7.Domingo;;1.0
2025.0;41551.0;Huila;Pitalito;Rural;Hombre;20.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Sin info.;Conductor;2.Martes;;1.0
2024.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;58.0;;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;2.Martes;03:00 a 05:59;1.0
