AnoHecho;CodigoMunicipioHecho;Departamento;Municipio;Zona;Sexo;Edad;UsuarioVia;ActorVial;TipoVehiculoGrupo;ObjetoColision;CondicionVictima;DiaOcurrencia;Rango3horas;ConteoRegistros
2016.0;52210.0;Narino;Contadero;Rural;Hombre;43.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de pasajeros;Conductor;4.Jueves;09:00 a 11:59;1.0
2022.0;5001.0;Antioquia;Medellin;Urbana;Hombre;59.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;;1.0
2020.0;5079.0;Antioquia;Barbosa;Urbana;Hombre;;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;15:00 a 17:59;1.0
2020.0;25245.0;Cundinamarca;El Colegio;Rural;Hombre;47.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;2.Martes;;1.0
2019.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;58.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;;Conductor;6.Sábado;;1.0
2016.0;;Putumayo;Mocoa;Rural;Hombre;36.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Conductor;5.Viernes;;1.0
2017.0;5034.0;Antioquia;Andes;Rural;Hombre;40.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;18:00 a 20:59;1.0
2024.0;41132.0;Huila;Campoalegre;Rural;Hombre;74.0;Usuario de V.Individual;;Transporte Individual;Objeto fijo;Pasajero;2.Martes;;1.0
2016.0;25572.0;Cundinamarca;Puerto Salgar;Rural;Hombre;25.0;Sin Información;Sin Informaión;Na;Sin info.;Sin Información;3.Miércoles;;1.0
2016.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;50.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Sin info.;Conductor;2.Martes;18:00 a 20:59;1.0
2016.0;54128.0;Norte Santander;Cachira;Rural;Mujer;20.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Pasajero;1.Lunes;21:00 a 23:59;1.0
2025.0;25530.0;Cundinamarca;Paratebueno;Urbana;Hombre;36.0;Usuario T.Carga;Usuario de vehículo;Transporte  De  Carga;Motocicleta;Pasajero;4.Jueves;06:00 a 08:59;1.0
2025.0;50001.0;Meta;Villavicencio;Urbana;Hombre;30.0;;Usuario de moto;Motocicleta;Transporte de carga;Conductor;5.Viernes;;1.0
2022.0;18001.0;Caqueta;Florencia;Urbana;Hombre;32.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;12:00 a 14:59;1.0
2016.0;5480.0;Antioquia;Mutata;Rural;Hombre;43.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Conductor;6.Sábado;;1.0
2016.0;70001.0;Sucre;Sincelejo;Urbana;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;TRANSPORTE DE CARGA;Conductor;6.Sábado;00:00 a 02:59;1.0
2016.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;53.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;21:00 a 23:59;1.0
2017.0;13838.0;Bolivar;Turbana;Rural;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2020.0;76248.0;Valle Del Cauca;El Cerrito;Urbana;Hombre;83.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte individual;Conductor;6.Sábado;;1.0
2022.0;11001.0;Bogota Dc;  Bogota  ;Urbana;Mujer;33.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;1.Lunes;;1.0
2015.0;8758.0;Atlantico;Soledad;Urbana;Hombre;42.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Transporte de carga;Conductor;3.Miércoles;12:00 a 14:59;1.0
2025.0;23417.0;Cordoba;Lorica;Urbana;Hombre;67.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;2.Martes;;1.0
2022.0;19845.0;Cauca;Villa Rica;Rural;Hombre;21.0;usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;6.Sábado;;1.0
2016.0;52835.0;Narino;Tumaco;Urbana;Hombre;35.0;Usuario de moto;;Motocicleta;Motocicleta;Conductor;7.Domingo;15:00 a 17:59;1.0
2021.0;5376.0;Antioquia;La Ceja;Urbana;Hombre;78.0;Peatón;Peatón;No Aplica;Bicicleta;Peatón;7.Domingo;;1.0
2022.0;19760.0;Cauca;Sotara;Urbana;Hombre;61.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;3.Miércoles;;1.0
2022.0;76622.0;Valle Del Cauca;Roldanillo;Rural;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2019.0;13001.0;Bolivar;Cartagena;Urbana;Mujer;30.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;7.Domingo;03:00 a 05:59;1.0
2017.0;68081.0;Santander;Barrancabermeja;Urbana;Hombre;77.0;Usuario de bicicleta;;Bicicleta;No aplica;Conductor;1.Lunes;09:00 a 11:59;1.0
2019.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;39.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;1.Lunes;06:00 a 08:59;1.0
2024.0;5001.0;Antioquia;Medellin;;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;2.Martes;21:00 a 23:59;
2016.0;52838.0;Narino;Tuquerres;Urbana;Hombre;86.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;6.Sábado;;1.0
 2017.0 ;73001.0;Tolima;Ibague;Rural;Mujer;61.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte de carga;Pasajero;6.Sábado;18:00 a 20:59;1.0
2021.0;76109.0;Valle Del Cauca;;Urbana;Hombre;18.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;;4.Jueves;;1.0
2020.0;25799.0;Cundinamarca;Tenjo;Rural;Hombre;54.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;3.Miércoles;09:00 a 11:59;1.0
2019.0;15646.0;Boyaca;Samaca;Rural;Hombre;42.0;Usuario de bicicleta;Usuario  de  bicicleta;Bicicleta;No aplica;Conductor;2.Martes;;1.0
2015.0;13744.0;Bolivar;Simiti;Urbana;Hombre;65.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;4.Jueves;15:00 a 17:59;1.0
2016.0;11001.0;Bogota Dc;Bogota;Urbana;Hombe;88.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;;1.0
2017.0;68190.0;Santander;Cimitarra;Rural;Hombre;29.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;Transporte de carga;Conductor;7.Domingo;12:00 a 14:59;1.0
2019.0;8001.0;Atlantico;Barranquilla;Urbana;Hombre;19.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;CONDUCTOR;7.Domingo;00:00 a 02:59;1.0
2023.0;68679.0;santander;San Gil;Sin Información;;62.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;2.Martes;;1.0
2022.0;25183.0;Cundinamarca;Choconta;Rural;Hombre; 44.0 ;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;2.Martes;15:00 a 17:59;1.0
2016.0;50318.0;Meta;Guamal;Rural;Hombre;19.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;3.Miércoles;;1.0
2025.0;76616.0;Valle Del Cauca;Riofrio;Rural;Hombre;17.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;;;1.0
2018.0;68655.0;Santander;Sabana Torres;Rural;Hombre;61.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;3.Miércoles;21:00 a 23:59;1.0
2023.0;25312.0;Cundinamarca;Granada;Rural;Hombre;56.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;No aplica;Conductor;3.Miércoles;;1.0
2015.0;41298.0;Huila;Garzon;Urbana;;72.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;7.Domingo;;1.0
;50313.0;Meta;Granada;;Hombre;57.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;3.Miércoles;18:00 a 20:59;1.0
2018.0;5001.0;Antioquia;Medellin;Urbana;Mujer;77.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;09:00 a 11:59;1.0
2021.0;18610.0;Caqueta;SAN JOSE DEL FRAGUA;Urbana;Mujer;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;1.Lunes;;1.0
2020.0;76736.0;Valle Del Cauca;Sevilla;Rural;Hombre;49.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;2.Martes;06:00 a 08:59;1.0
2018.0;54720.0;Norte Santander;Sardinata;Rural;Hombre;32.0;usuario de v.individual;Usuario de vehículo;Transporte Individual;No aplica;Conductor;7.Domingo;;1.0
2015.0;50001.0;Meta;Villavicencio;Rural;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;4.Jueves;21:00 a 23:59;1.0
2024.0;85440.0;Casanare;Villanueva;Urbana;Hombre;55.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;;1.0
2016.0;25524.0;Cundinamarca;pandi;rural;Mujer;45.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;1.Lunes;;1.0
2024.0;85001.0;Casanare;Yopal;Rural;Hombre;48.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;5.Viernes;;1.0
2018.0;17001.0;Caldas;Manizales;Sin Información;Mujer;91.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;7.Domingo;;1.0
2019.0;52835.0;Narino;Tumaco;Rural;Hombre;15.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;4.Jueves;15:00 a 17:59;1.0
2020.0;50001.0;Meta;Villavicencio;Rural;Mujer;53.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;6.Sábado;;1.0
2021.0;68549.0;Santander;Pinchote;Rural;Hombre;64.0;Usuario de moto;Usuario de mto;Motocicleta;Transporte de carga;Conductor;6.SÁBADO;09:00 a 11:59;1.0
2019.0;76248.0;Valle Del Cauca;El Cerrito;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;;1.0
2020.0;5001.0;Antioquia;Medellin;Urbana;HOMBRE;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Pasajero;1.Lunes;00:00 a 02:59;1.0
2021.0;13001.0;Bolivar;Cartagena;Urbana;Hombre;44.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;1.Lunes;;1.0
2021.0;23001.0;Cordoba;Monteria;Rural;Hombre;62.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;5.Viernes;;1.0
2023.0;5001.0;Antioquia;Medellin;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;00:00 a 02:59;1.0
2023.0;68276.0;Santander;FLORIDABLANCA;Urbana;Mujer;35.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;1.Lunes;21:00 a 23:59;1.0
2021.0;25743.0;Cundinamarca;Silvania;Rural;Hombre;44.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;09:00 a 11:59;1.0
2016.0;68655.0;Santander;Sabana Torres;Rural;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;03:00 a 05:59;1.0
2024.0;50150.0;Meta;Castilla La Nueva;Rural;HOMBRE;24.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;;
2021.0;70001.0;Sucre;Sincelejo;Urbana;Hombre;25.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte indivdual;Conductor;7.Domingo;;1.0
2022.0;25214.0;Cundinamarca;Cota;Urbana;Hombre;55.0;Peatón;Peatón;No Aplica;Transporte de carga;Peatón;1.Lunes;;
2015.0;5686.0;Antioquia;Santa Rosa Osos;Sin Información;Hombre;17.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;;Conductor;7.Domingo;18:00 a 20:59;1.0
2023.0;41770.0;Huila;Suaza;Rural;Mujer;48.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;09:00 a 11:59;1.0
2017.0;25430.0;Cundinamarca;Madrid;Urbana;Hombre;29.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;00:00 a 02:59;1.0
2025.0;5001.0;antioquia;Medellin;Urbana;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;6.Sábado;00:00 a 02:59;1.0
2024.0;47001.0;Magdalena;Santa Marta;Urbana;Mujer;65.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Pasajero;3.Miércoles;;1.0
2015.0;25120.0;Cundinamarca;Cabrera;Urbana;Hombre;63.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;2.Martes;18:00 a 20:59;1.0
2025.0;20032.0;Cesar;Astrea;Rural;Hombre;40.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2024.0;76318.0;Valle Del Cauca;Guacari;Rural;Hombre;58.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Motocicleta;Conductor;1.Lunes;18:00 a 20:59;1.0
2018.0;15673.0;Boyaca;San Mateo;Rural;Hombre;74.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;No aplica;Pasajero;3.Miércoles;;1.0
2018.0;5001.0;Antioquia;Medellin;Urbana;Hombre;16.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Pasajero;6.Sábado;15:00 a 17:59;1.0
2022.0;44001.0;La Guajira;Riohacha;Urbana;Hombre;33.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2017.0;5147.0;Antioquia;Carepa;Urbana;;29.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;03:00 a 05:59;1.0
2025.0;13052.0;Bolivar;Arjona;Rural;;46.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Pasajero;1.Lunes;;1.0
2025.0;23350.0;Cordoba;La Apartada;Urbana;Hombre;;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;4.Jueves;;1.0
2021.0;50150.0;Meta;Castilla La Nueva;Rural;Hombre;49.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;5.Viernes;09:00 a 11:59;1.0
2023.0;5480.0;Antioquia;Mutata;Rural;Mujer;47.0;Usuario T.Pasajeros;Usuario de vehículo;Transporte De Pasajeros;;Pasajero;7.Domingo;15:00 a 17:59;1.0
2024.0;5360.0;Antioquia;Itagui;Urbana;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2024.0; 73001.0 ;;Ibague;Rural;Hombre;53.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;4.Jueves;;1.0
2024.0;50318.0;Meta;Guamal;Rural;Mujer;21.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Conductor;6.Sábado;15:00 a 17:59;1.0
2022.0;73504.0;Tolima;Ortega;Rural;Hombre;61.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;7.Domingo;;1.0
2022.0;8573.0;Atlantico;Puerto Colombia;Urbana;Mujer;22.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2016.0;15897.0;Boyaca;Zetaquira;Rural;Hombre;33.0;;Usuario de moto;Motocicleta;No aplica;Conductor;5.Viernes;;1.0
2017.0;76130.0;Valle Del Cauca;Candelaria;Urbana;Hombre;40.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;1.Lunes;21:00 a 23:59;1.0
2022.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;54.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;5.Viernes;;1.0
2023.0;25754.0;Cundinamarca;Soacha;Urbana;Hombre;62.0;Peatón;Peatón;No Aplica;Motocicleta;;6.Sábado;;1.0
2018.0;54498.0;Norte Santander;Ocana;Urbana;Hombre;72.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;3.Miércoles;12:00 a 14:59;1.0
2020.0;11001.0;Bogota Dc;Bogota;Sin Información;Hombre;58.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;;1.0
2021.0;54001.0;Norte Santander;Cucuta;Urbana;Mujer;20.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte individual;Conductor;7.Domingo;09:00 a 11:59;1.0
2021.0;23466.0;Cordoba;Montelibano;Urbana;Hombre;45.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;;4.Jueves;18:00 a 20:59;1.0
2019.0;76895.0;Valle Del Cauca;Zarzal;Rural;Hombre;16.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Pasajero;7.Domingo;00:00 a 02:59;1.0
2015.0;47001.0;Magdalena;Santa Marta;Rural;Mujer;28.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;4.Jueves;12:00 a 14:59;1.0
2016.0;81001.0;;  Arauca  ;Urbana;Hombre;19.0;;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;00:00 a 02:59;1.0
2025.0;20750.0;Cesar;San Diego;Rural;Mujer;50.0;Usuario de moto;Usuario  de  moto;Motocicleta;Objeto fijo;Psajero;7.Domingo;06:00 a 08:59;1.0
2021.0;85410.0;Casanare;Tauramena;Urbana;;31.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;Conductor;5.Viernes;;1.0
2020.0;66001.0;Risaralda;Pereira;Urbana;Hombre;27.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;;7.Domingo;15:00 a 17:59;1.0
2023.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;89.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;18:00 a 20:59;1.0
2022.0;11001.0;Bogota Dc;Bogota;Urbana;Mujer;70.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;6.Sábado;;1.0
2021.0;52227.0;Narino;Cumbal;Rural;Hombre;18.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;6.Sábado;18:00 a 20:59;1.0
2019.0;20001.0;Cesar;Valledupar;Urbana;Mujer;87.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;4.Jueves;06:00 a 08:59;1.0
2019.0;5376.0;Antioquia;La Ceja;Rural;Hombre;16.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de pasajeros;Conductor;4.Jueves;;1.0
2015.0;25612.0;Cundinamarca;Ricaurte;Urbana;Hombre;45.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Sin info.;Conductor;4.Jueves;;1.0
2016.0;76563.0;Valle Del Cauca;Pradera;Rural;Mujer;30.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Objeto fijo;Pasajero;7.Domingo;;1.0
2024.0;44078.0;La Guajira;Barrancas;Rural;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;7.Domingo;03:00 a 05:59;1.0
2017.0;5001.0;Antioquia;Medellin;Urbana;Hombre;45.0;Usuario de moto;Usuario de moto;;Transporte individual;Conductor;7.Domingo;  18:00 a 20:59  ;1.0
2018.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;;6.Sábado;00:00 a 02:59;1.0
2018.0;17001.0;Caldas;Manizales;Urbana;Hombre;32.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2023.0;5425.0;Antioquia;Maceo;Urbana;;22.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;3.Miércoles;15:00 a 17:59;1.0
2021.0;8433.0;Atlantico;Malambo;Urbana;Mujer;35.0;Usuario de moto;Usuario de moto;Motocicleta;Motocicleta;Pasajero;2.Martes;12:00 a 14:59;1.0
2021.0;5615.0;Antioquia;Rionegro;Urbana;Hombre;18.0;Usuario de moto;;Motocicleta;Transporte individual;Conductor;2.Martes;15:00 a 17:59;1.0
2019.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;22.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;No aplica;Conductor;6.Sábado;;1.0
2015.0;20001.0;Cesar;Valledupar;urbana;mujer;60.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;;1.0
2016.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;56.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte individual;Conductor;3.Miércoles;;1.0
2024.0;47001.0;Magdalena;Santa Marta;Urbana;Hombre;20.0;Usuario de moto;Usuario de moto;Motocicleta;;Conductor;;;1.0
2024.0;23068.0;Cordoba;Ayapel;Urbana;Hombre;41.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;1.Lunes;;1.0
2019.0;;Putumayo;Orito;Rural;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2023.0;23001.0;Cordoba;Monteria;Urbana;Hombre;43.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;3.Miércoles;06:00 a 08:59;1.0
2023.0;50006.0;Meta;Acacias;Rural;Hombre;20.0;;;Motocicleta;Objeto fijo;Conductor;6.Sábado;;1.0
2024.0;13001.0;Bolivar;Cartagena;Urbana;Mujer;19.0;;Usuario de moto;Motocicleta;Motocicleta;Pasajero;2.Martes;;1.0
2017.0;85001.0;Casanare;Yopal;Rural;Hombre;38.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Sin info.;Conductor;6.Sábado;18:00 a 20:59;1.0
2023.0;47980.0;Magdalena;Zona Bananera;Urbana;Hombre;26.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;5.Viernes;;1.0
2023.0;23001.0;Cordoba;Monteria;Urbana;Hombre;77.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;motocicleta;Conductor;2.Martes;00:00 a 02:59;1.0
2016.0;68307.0;Santander;Giron;Rural;Hombre;32.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;6.Sábado;00:00 a 02:59;1.0
;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;30.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;2.Martes;03:00 a 05:59;1.0
2020.0;19698.0;Cauca;Santander Quilichao;Urbana;Hombre;38.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;7.Domingo;21:00 a 23:59;1.0
2021.0;76126.0;Valle Del Cauca;Calima;Urbana;Hombre;39.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;7.Domingo;;1.0
2022.0;76520.0;Valle Del Cauca;Palmira;Urbana;Hombre;23.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;;1.0
2018.0;25645.0;  Cundinamarca  ;San Antonio Del Tequendama;Urbana;Hombre;20.0;Sin Información;Sin Información;Na;Sin info.;Sin Información;7.Domingo;03:00 a 05:59;1.0
2018.0;5837.0;Antioquia;Turbo;Urbana;Hombre;27.0;Usuario de moto;;Motocicleta;No aplica;Conductor;4.Jueves;00:00 a 02:59;1.0
2023.0;15238.0;Boyaca;Duitama;Rural;Hombre;53.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;1.Lunes;;1.0
2017.0;73861.0;Tolima;Venadillo;Urbana;Hombre;18.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;5.Viernes;12:00 a 14:59;1.0
2021.0;23001.0;Cordoba;Monteria;Urbana;Hombre;31.0;Usuario de moto;Usuario de moto;Motocicleta;Sin info.;Conductor;;;1.0
2021.0;54498.0;Norte Santander;Ocana;Urbana;Hombre;22.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;2.Martes;00:00 a 02:59;1.0
2023.0;68307.0;Santander;Giron;Sin Información;Hombre;52.0;Usuario de moto;Usuario de moto;Motocicleta;Animal en via;Conductor;1.Lunes;18:00 a 20:59;1.0
2018.0;27001.0;Choco;Quibdo;Urbana;Hombre;1.25;Peatón;Peatón;No Aplica;Transporte individual;Peatón;2.Martes;;1.0
2021.0;68655.0;Santander;Sabana Torres;Rural;Hombre;51.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;4.Jueves;06:00 a 08:59;1.0
2022.0;73678.0;Tolima;San Luis;Rural;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;7.Domingo;;1.0
2024.0;5308.0;Antioquia;Girardota;Rural;Hombre;27.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;00:00 a 02:59;1.0
2023.0;76890.0;Valle Del Cauca;Yotoco;Rural;Hombre;34.0;Usuario de moto;Usuario de moto;Motocicleta;Objeto fijo;Conductor;7.Domingo;09:00 a 11:59;1.0
2021.0;76147.0;Valle Del Cauca;Cartago;Urbana;Hombre;21.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;5.Viernes;12:00 a 14:59;1.0
2016.0;25430.0;Cundinamarca;Madrid;Rural;Hombre;30.0;Usuario de bicicleta;Usuario de bicicleta;Bicicleta;Transporte de carga;Conductor;2.Martes;;1.0
2025.0;54720.0;Norte Santander;Sardinata;Urbana;Mujer;33.0;Usuario de V.Individual;Usuario de vehículo;Transporte Individual;Transporte de pasajeros;Pasajero;7.Domingo;;1.0
2021.0;73001.0;Tolima;Ibague;Urbana;Hombre;59.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Pasajero;;;
2018.0;;tolima;Alvarado;Rural;Mujer;26.0;Usuario T.Carga;Usuario de vehículo;Transporte De Carga;No aplica;Pasajero;4.Jueves;03:00 a 05:59;1.0
2019.0;52835.0;Narino;Tumaco;Urbana;;30.0;Usuario de moto;Usuario de moto;Motocicleta;No aplica;Conductor;5.Viernes;21:00 a 23:59;1.0
2015.0;5079.0;Antioquia;Barbosa;Rural;Hombre;55.0;Usuario de moto;Usuario de moto;Motocicleta;Transporte de carga;Conductor;7.Domingo;06:00 a 08:59;1.0
2016.0;76001.0;Valle Del Cauca;Cali;Urbana;Hombre;39.0;Usuario de otros;Usuario otros;Na;Sin info.;Conductor;4.Jueves;;1.0
2025.0;8758.0;Atlantico;Soledad;;Hombre;65.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;2.Martes;;1.0
2018.0;11001.0;Bogota Dc;Bogota;Urbana;Hombre;74.0;;Peatón;No Aplica;Motocicleta;Peatón;4.Jueves;09:00 a 11:59;1.0
2020.0;76001.0;Valle Del Cauca;Cali;urbana;Hombre;56.0;Peatón;Peatón;No Aplica;Transporte individual;Peatón;2.Martes;;1.0
2020.0;19573.0;Cauca;Puerto Tejada;Sin Información;Hombre;97.0;Peatón;Peatón;No Aplica;Motocicleta;Peatón;1.Lunes;;1.0
