FechaHecho;DiaOcurrencia;CodigoMunicipioHecho;Departamento;Municipio;Zona;UsuarioVia;Rango3horas;ConteoRegistros
2017-08-05;6.Sábado;76001.0;Valle Del Cauca;Cali;Urbana;Usuario de moto;;3.0
2017-08-05;6.Sábado;76109.0;Valle Del Cauca;Buenaventura;Urbana;Usuario de moto;12:00 a 14:59;1.0
2017-08-05;6.Sábado;81794.0;Arauca;Tame;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-08-06;7.Domingo;5001.0;Antioquia;Medellin;Urbana;Usuario de moto;06:00 a 08:59;1.0
2017-08-06;7.Domingo;5001.0;Antioquia;Medellin;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-08-06;7.Domingo;5120.0;Antioquia;Caceres;Rural;Usuario de moto;21:00 a 23:59;1.0
2017-08-06;7.Domingo;5310.0;Antioquia;Gomez Plata;Urbana;Peatón;21:00 a 23:59;1.0
2017-08-06;7.Domingo;5310.0;Antioquia;Gomez Plata;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-08-06;7.Domingo;5390.0;Antioquia;La Pintada;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-08-06;7.Domingo;5837.0;Antioquia;Turbo;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-08-06;7.Domingo;11001.0;Bogota Dc;Bogota;Urbana;Peatón;;1.0
2017-08-06;7.Domingo;11001.0;Bogota Dc;Bogota;Urbana;Peatón;18:00 a 20:59;1.0
2017-08-06;7.Domingo;11001.0;Bogota Dc;Bogota;Urbana;Usuario de moto;12:00 a 14:59;1.0
2017-08-06;7.Domingo;15740.0;Boyaca;Siachoque;Rural;Usuario de moto;;1.0
2017-08-06;7.Domingo;15806.0;Boyaca;Tibasosa;Rural;Usuario de bicicleta;03:00 a 05:59;1.0
2017-08-06;7.Domingo;15810.0;Boyaca;Tipacoque;Rural;Usuario T.Pasajeros;21:00 a 23:59;1.0
2017-08-06;7.Domingo;19256.0;Cauca;El Tambo;Rural;Usuario de moto;03:00 a 05:59;1.0
2017-08-06;7.Domingo;19698.0;Cauca;Santander Quilichao;Urbana;USUARIO DE MOTO;21:00 a 23:59;1.0
2017-08-06;7.Domingo;20250.0;Cesar;El Paso;Rural;Usuario de moto;03:00 a 05:59;1.0
2017-08-06;7.Domingo;25001.0;Cundinamarca;Agua Dios;Rural;Usuario de moto;;1.0
2017-08-06;7.Domingo;25307.0;Cundinamarca;Girardot;Urbana;Peatón;;1.0
2017-08-06;7.Domingo;41615.0;Huila;Rivera;Urbana;Usuario de moto;;1.0
2017-08-06;7.Domingo;41676.0;Huila;Santa Maria;Rural;Usuario de V.Individual;;1.0
2017-08-06;7.Domingo;41770.0;Huila;Suaza;Rural;Usuario de moto;;1.0
2017-08-06;;47980.0;Magdalena;Zona Bananera;Rural;Usuario de moto;03:00 a 05:59;1.0
2017-08-06;7.Domingo;66170.0;Risaralda;Dosquebradas;Urbana;USUARIO DE MOTO;00:00 a 02:59;1.0
2017-08-06;7.Domingo;68547.0;Santander;Piedecuesta;Rural;Usuario de bicicleta;15:00 a 17:59;1.0
2017-08-06;7.Domingo;68575.0;Santander;Puerto Wilches;Rural;Usuario de moto;06:00 a 08:59;1.0
2017-08-06;7.Domingo;68820.0;Santander;Tona;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-06-08;7.Domingo;73200.0;Tolima;Coello;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-08-06;7.Domingo;73275.0;Tolima;Flandes;Urbana;Usuario de moto;;1.0
2017-08-06;7.Domingo;73678.0;Tolima;San Luis;Rural;Usuario de moto;;1.0
2017-08-06;7.Domingo;76001.0;Valle Del Cauca;Cali;Urbana;Peatón;;1.0
2017-08-06;7.Domingo;76001.0;Valle Del Cauca;Cali;Urbana;Usuario de moto;;2.0
2017-08-06;7.Domingo;76111.0;Valle Del Cauca;Guadalajara Buga;Rural;Peatón;;1.0
2017-08-06;7.Domingo;76364.0;Valle Del Cauca;Jamundi;Urbana;Peatón;;1.0
2017-08-06;7.Domingo;76364.0;Valle Del Cauca;Jamundi;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-08-06;7.Domingo;86320.0;Putumayo;Orito;Urbana;Usuario de moto;;1.0
2017-08-07;1.Lunes;5001.0;antioquia;Medellin;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-08-07;1.Lunes;5001.0;Antioquia;Medellin;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-08-07;1.Lunes;13244.0;Bolivar;El Carmen Bolivar;Urbana;Peatón;;1.0
2017-08-07;1.Lunes;15368.0;;Jerico;Rural;Sin Información;18:00 a 20:59;2.0
2017-08-07;1.Lunes;17001.0;Caldas;Manizales;Urbana;Peatón;;1.0
2017-08-07;1.Lunes;19698.0;Cauca;Santander Quilichao;Rural;Usuario de moto;06:00 a 08:59;1.0
2017-08-07;1.Lunes;19807.0;Cauca;Timbio;Rural;Usuario de moto;09:00 a 11:59;1.0
2017-08-07;1.Lunes;23417.0;Cordoba;Lorica;Urbana;Usuario de moto;12:00 a 14:59;2.0
2017-08-07;1.Lunes;25612.0;Cundinamarca;Ricaurte;Urbana;Peatón;00:00 a 02:59;1.0
2017-08-07;1.Lunes;44560.0;La Guajira;Manaure;Urbana;Usuario T.Carga;;1.0
2017-08-07;1.Lunes;50313.0;Meta;Granada;Urbana;Usuario de moto;03:00 a 05:59;1.0
2017-08-07;1.Lunes;68276.0;Santander;Floridablanca;Urbana;Usuario de moto;12:00 a 14:59;1.0
2017-08-07;1.Lunes;68572.0;Santander;Puente Nacional;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-08-07;1.Lunes;73001.0;Tolima;Ibague;Rural;Usuario de V.Individual;;1.0
2017-08-07;1.Lunes;76111.0;Valle Del Cauca;Guadalajara Buga;Urbana;Usuario de moto;06:00 a 08:59;1.0
2017-08-07;1.Lunes;76111.0;Valle Del Cauca;Guadalajara Buga;Urbana;Usuario de moto;15:00 a 17:59;1.0
2017-08-07;1.Lunes;76520.0;Valle Del Cauca;Palmira;Urbana;Usuario de moto;;1.0
2017-08-07;1.Lunes;85263.0;Casanare;Pore;Rural;Usuario de moto;;1.0
2017-08-07;1.Lunes;86865.0;Putumayo;Valle Del Guamuez;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-08-07;1.Lunes;86865.0;Putumayo;Valle Del Guamuez;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-08-18;5.Viernes;5001.0;Antioquia;Medellin;Urbana;Peatón;21:00 a 23:59;1.0
2017-08-18;5.Viernes;5002.0;Antioquia;Abejorral;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-08-18;5.Viernes;5034.0;Antioquia;Andes;Rural;Usuario de moto;06:00 a 08:59;3.0
2017-08-18;5.Viernes;5212.0;Antioquia;Copacabana;Rural;Peatón;06:00 a 08:59;1.0
2017-08-18;5.Viernes;5212.0;Antioquia;Copacabana;Rural;Usuario de moto;09:00 a 11:59;1.0
2017-08-18;5.Viernes;11001.0;Bogota Dc;Bogota;Urbana;Peatón;18:00 a 20:59;1.0
2017-08-18;5.Viernes;11001.0;Bogota Dc;Bogota;Urbana;Usuario de moto;06:00 a 08:59;1.0
2017-08-18;5.Viernes;15176.0;Boyaca;Chiquinquira;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-08-18;5.Viernes;17614.0;Caldas;Riosucio;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-08-18;5.Viernes;19698.0;Cauca;;Rural;Peatón;21:00 a 23:59; 1.0 
2017-08-18;5.Viernes;23001.0;Cordoba;Monteria;Urbana;Peatón;21:00 a 23:59;1.0
2017-08-18;5.Viernes;25286.0;Cundinamarca;Funza;Rural;Usuario de moto;;1.0
2017-08-18;5.Viernes;25402.0;Cundinamarca;La Vega;Rural;Usuario de V.Individual;15:00 a 17:59;1.0
2017-08-18;5.Viernes;41770.0;Huila;Suaza;Rural;Peatón;;1.0
2017-08-18;5.Viernes;47001.0;Magdalena;Santa Marta;Urbana;Usuario de moto;;1.0
2017-08-18;5.Viernes;63001.0;Quindio;Armenia;Urbana;Usuario de moto;;2.0
2017-08-18;5.Viernes;73443.0;Tolima;Mariquita;Rural;Usuario de moto;;1.0
2017-08-19;6.Sábado;5001.0;Antioquia;Medellin;Urbana;Peatón;18:00 a 20:59;1.0
2017-08-19;6.Sábado;;Antioquia;Envigado;Urbana;Usuario de moto;03:00 a 05:59;1.0
2017-08-19;6.Sábado;5360.0;Antioquia;Itagui;Urbana;Peatón;09:00 a 11:59;1.0
2017-08-19;6.Sábado;8433.0;Atlantico;Malambo;Urbana;Peatón;06:00 a 08:59;1.0
2017-08-19;6.Sábado;13001.0;Bolivar;Cartagena;Urbana;Peatón;18:00 a 20:59;1.0
2017-08-19;6.Sábado;13052.0;Bolivar;Arjona;Urbana;Peatón;;1.0
2017-08-19;6.Sábado;15759.0;Boyaca;Sogamoso;Urbana;Usuario de moto;;1.0
2017-08-19;6.Sábado;20001.0;Cesar;Valledupar;Rural;Usuario T.Carga;;1.0
2017-08-19;6.Sábado;20001.0;Cesar;Valledupar;Rural;Usuario T.Pasajeros;;1.0
2017-08-19;6.Sábado;20013.0;Cesar;Agustin Codazzi;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-08-19;6.Sábado;23001.0;Cordoba;Monteria;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-08-19;6.Sábado;23001.0;Cordoba;Monteria;Rural;Usuario de moto;15:00 a 17:59;
2017-08-19;6.Sábado;23675.0;Cordoba;San Bernardo Del Viento;Urbana;Usuario de moto;12:00 a 14:59;1.0
2017-08-19;6.Sábado;25322.0;Cundinamarca;Guasca;;  Peatón  ;;1.0
2017-08-19;6.Sábado;25572.0;Cundinamarca;Puerto Salgar;URBANA;Usuario de moto;03:00 a 05:59;1.0
2017-08-19;6.Sábado;25736.0;Cundinamarca;Sesquile;Rural;Usuario de V.Individual;;1.0
2017-08-19;6.Sábado;47745.0;Magdalena;Sitionuevo;Rural;Usuario T.Carga;21:00 a 23:59;1.0
2017-08-19;6.Sábado;54261.0;Norte Santander;El Zulia;Rural;Usuario de moto;;1.0
2017-08-19;6.Sábado;68418.0;Santander;Los Santos;Rural;  Usuario de moto  ;06:00 a 08:59;1.0
  2017-08-19  ;6.Sábado;70001.0;Sucre;Sincelejo;Urbana;Peatón;;1.0
2017-08-19;6.Sábado;70001.0;Sucre;Sincelejo;Urbana;Usuario de moto;09:00 a 11:59;1.0
2017-08-19;6.Sábado;73275.0;Tolima;Flandes;Urbana;Usuario de moto;;2.0
2017-08-19;6.Sábado;73483.0;Tolima;Natagaima;Rural;Usuario de moto;;1.0
2017-08-19;6.Sábado;76111.0;Valle Del Cauca;Guadalajara Buga;Urbana;Usuario de bicicleta;12:00 a 14:59;1.0
2017-08-19;6.Sábado;76111.0;Valle Del Cauca;Guadalajara Buga;Urbana;Usuario de V.Individual;03:00 a 05:59;1.0
2017-08-19;6.Sábado;76520.0;Valle Del Cauca;Palmira;Rural;Usuario de V.Individual;03:00 a 05:59;1.0
2017-08-19;6.Sábado;76520.0;Valle Del Cauca;Palmira;Rural;Usuario de V.Individual;21:00 a 23:59;1.0
2017-08-19;6.Sábado;76520.0;Valle Del Cauca;Palmira;Urbana;Usuario de V.Individual;;1.0
2017-08-19;6.Sábado;76563.0;Valle Del Cauca;Pradera;Rural;Usuario de moto;06:00 a 08:59;1.0
2017-08-19;6.Sábado;76892.0;Valle Del Cauca;Yumbo;Urbana;Usuario de V.Individual;;1.0
2017-08-20;7.Domingo;5306.0;;Giraldo;Rural;Usuario de V.Individual;06:00 a 08:59;1.0
2017-08-20;7.Domingo;11001.0;Bogota Dc;Bogota;Urbana;Peatón;;1.0
2017-08-20;7.Domingo;13001.0;Bolivar;Cartagena;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;13654.0;Bolivar;San Jacinto;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;15238.0;;Duitama;rural;Usuario de moto;;1.0
2017-08-20;7.Domingo;15632.0;Boyaca;Saboya;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-08-20;7.Domingo;15673.0;Boyaca;San Mateo;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-08-20;7.Domingo;15757.0;Boyaca;Socha;Rural;Usuario de moto;;1.0
2017-08-20;7.Domingo;18610.0;Caqueta;San Jose Del Fragua;Rural;Usuario de moto;09:00 a 11:59;1.0
2017-08-20;7.Domingo;20001.0;Cesar;Valledupar;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;20060.0;Cesar;Bosconia;Rural;;;1.0
2017-08-20;7.Domingo;23189.0;Cordoba;Cienaga Oro;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-08-20;7.Domingo;23417.0;Cordoba;Lorica;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-08-20;7.Domingo;25148.0;Cundinamarca;Caparrapi;Rural;Usuario de moto;09:00 a 11:59;1.0
2017-08-20;7.Domingo;25489.0;Cundinamarca;Nimaima;  Rural  ;Sin Información;00:00 a 02:59;1.0
2017-08-20;7.Domingo;25736.0;Cundinamarca;Sesquile;Rural;Usuario de moto;;1.0
2017-08-20;7.Domingo;27361.0;Choco;Istmina;Rural;;;1.0
2017-08-20;7.Domingo;41020.0;Huila;Algeciras;Urana;Usuario de moto;;1.0
2017-08-20;7.Domingo; 41026.0 ;Huila;Altamira;Rural;Usuario de moto;;1.0
2017-08-20;7.Domingo;50001.0;Meta;Villavicencio;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;52838.0;Narino;Tuquerres;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-08-20;7.Domingo;63001.0;Quindio;Armenia;Urbana;Peatón;;1.0
2017-08-20;7.Domingo;63001.0;Quindio;Armenia;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;66001.0;Risaralda;Pereira;Urbana;Usuario de moto;;1.0
2017-08-20;7.Domingo;68655.0;Santander;Sabana  Torres;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-08-20;7.Domingo;;Tolima;Honda;Urbana;Peatón;03:00 a 05:59;1.0
2017-08-20;7.Domingo;76001.0;Valle Del Cauca;Cali;Urbana;Peatón;;2.0
2017-08-20;7.Domingo;;Valle Del Cauca;Cali;Urbana;Usuario de V.Individual;;1.0
2017-08-20;7.Domingo;76248.0;Valle Del Cauca;El Cerrito;Urbana;Peatón;;1.0
2017-08-20;7.Domingo;76823.0;Valle Del Cauca;Toro;  Rural  ;Peatón;;1.0
2017-08-20;7.Domingo;76869.0;Valle Del Cauca;Vijes;Rural;Usuario de moto;;1.0
2017-08-20;7.Domingo;85410.0;Casanare;Tauramena;Rural;Usuario de moto;;1.0
2017-08-21;1.Lunes;5001.0;Antioquia;Medellin;Urbana;Peatón;03:00 a 05:59;1.0
2017-08-21;1.Lunes;5001.0;Antioquia;Medellin;Urbana;Peatón;15:00 a 17:59;1.0
2017-08-21;1.Lunes;5001.0;Antioquia;Medellin;Urbana;Usuario de moto;09:00 a 11:59;1.0
2017-08-21;1.Lunes;8421.0;Atlantico;Luruaco;Urbana;Usuario de moto;;1.0
2017-08-21;1.Lunes;8421.0;Atlantico;Luruaco;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-08-21;1.Lunes;11001.0;Bogota Dc;Bogota;Urbana;Peatón;18:00 a 20:59;1.0
2017-08-21;1.Lunes;13052.0;Bolivar;Arjona;Urbana;Usuario de V.Individual;;1.0
2017-08-21;1.Lunes;15861.0;Boyaca;Ventaquemada;Rural;Peatón;15:00 a 17:59;1.0
2017-08-21;1.Lunes;19698.0;Cauca;Santander Quilichao;;Usuario de moto;;1.0
2017-08-21;1.Lunes;19698.0;Cauca;Santander Quilichao;Rural;Usuario de moto;06:00 a 08:59;1.0
2017-08-21;;20621.0;Cesar;La Paz;Rural;Usuario de otros;;1.0
2017-08-21;1.Lunes;25001.0;Cundinamarca;Agua Dios;Urbana;Usuario de moto;;1.0
2017-08-21;1.Lunes;25290.0;Cundinamarca;Fusagasuga;Rural;Peatón;18:00 a 20:59;1.0
2017-08-21;1.Lunes;41132.0;Huila;Campoalegre;Urbana;Peatón;;
2017-08-21;1.Lunes;47058.0;Magdalena;Ariguani;Rural;Usuario de V.Individual;12:00 a 14:59;2.0
2017-08-21;1.Lunes;52835.0;Narino;Tumaco;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-08-21;1.Lunes;54498.0;Norte Santander;Ocana;Rural;Usuario de moto;;1.0
2017-08-21;1.Lunes;73624.0;Tolima;Rovira;Rural;Usuario de moto;;1.0
2017-08-21;1.Lunes;76001.0;Valle Del Cauca;Cali;Urbana;Usuario de moto;;2.0
2017-08-21;1.Lunes;76109.0;Valle Del Cauca;Buenaventura;Urbana;Peatón;;1.0
2017-08-21;1.Lunes;76111.0;Valle Del Cauca;Guadalajara Buga;Sin Información;Usuario de moto;12:00 a 14:59;1.0
2017-08-21;1.Lunes;76890.0;Valle Del Cauca;Yotoco;Rural;Peatón;06:00 a 08:59;1.0
2017-10-06;5.Viernes;13001.0;Bolivar;Cartagena;Urbana;Sin Información;;1.0
2017-10-06;5.Viernes;15822.0;Boyaca;Tota;Rural;Usuario de bicicleta;;1.0
2017-10-06;5.Viernes;25307.0;Cundinamarca;Girardot;Rural;Sin Información;;1.0
2017-10-06;5.Viernes;41001.0;Huila;Neiva;Urbana;Usuario de moto;;1.0
2017-10-06;5.Viernes;41016.0;Huila;Aipe;Rural;Usuario de moto;15:00 a 17:59;2.0
2017-10-06;5.Viernes;41770.0;Huila;;Rural;Usuario de moto;;1.0
2017-10-06;5.Viernes;50001.0;Meta;Villavicencio;Urbana;Sin Información;12:00 a 14:59;1.0
2017-10-06;5.Viernes;50313.0;Meta;Granada;Urbana;Peatón;03:00 a 05:59;1.0
2017-10-06;5.Viernes;73001.0;Tolima;Ibague;Rural;Usuario de moto;;1.0
2017-10-06;5.Viernes;73001.0;Tolima;Ibague;Urbana;Peatón;;1.0
2017-10-06;5.Viernes;76001.0;Valle Del Cauca;Cali;Urbana;PEATÓN;;2.0
2017-10-06;5.Viernes;76111.0;Valle Del Cauca;Guadalajara Buga;Sin Información;Peatón;;1.0
2017-10-07;6.Sábado;5001.0;Antioquia;Medellin;Urbana;Peatón;21:00 a 23:59;1.0
2017-10-07;6.Sábado;5837.0;Antioquia;Turbo;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-10-07;6.Sábado;5885.0;Antioquia;Yali;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-10-07;6.Sábado;8832.0;Atlantico;Tubara;Urbana;Usuario de moto;09:00 a 11:59;1.0
2017-10-07;6.Sábado;11001.0;Bogota Dc;Bogota;Urbana;Peatón;18:00 a 20:59;1.0
2017-10-07;6.Sábado;11001.0;Bogota Dc;Bogota;Urbana;Usuario de moto;00:00 a 02:59;2.0
2017-10-07;6.Sábado;19517.0;Cauca;Paez;Rural;Usuario de moto;12:00 a 14:59;
2017-10-07;6.Sábado;25151.0;Cundinamarca;Caqueza;RURAL;Usuario de moto;;1.0
2017-10-07;6.Sábado;25286.0;Cundinamarca;Funza;Urbana;Sin Información;18:00 a 20:59;1.0
2017-10-07;6.Sábado;25290.0;Cundinamarca;Fusagasuga;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-10-07;6.Sábado;25430.0;Cundinamarca;Madrid;;Usuario de bicicleta;;1.0
2017-10-07;6.Sábado;25754.0;Cundinamarca;Soacha;Rural;Usuario de moto;06:00 a 08:59;1.0
2017-10-07;6.Sábado;25843.0;Cundinamarca;;Urbana;Peatón;;1.0
2017-10-07;6.Sábado;44001.0;La Guajira;Riohacha;Rural;Usuario de moto;;1.0
2017-10-07;6.Sábado;47980.0;Magdalena;Zona Bananera;Rural;Usuario de moto;15:00 a 17:59;2.0
2017-10-07;6.Sábado;52022.0;Narino;Aldana;Rural;Usuario de moto;;1.0
2017-10-07;6.Sábado;54385.0;Norte Santander;La Esperanza;Rural;Peatón;03:00 a 05:59;1.0
2017-10-07;6.Sábado;66170.0;Risaralda;Dosquebradas;Rural;Usuario de moto;03:00 a 05:59;1.0
2017-10-07;6.Sábado;66682.0;Risaralda;Santa Rosa Cabal;Urbana;Peatón;12:00 a 14:59;1.0
2017-10-07;6.Sábado;68001.0;Santander;Bucaramanga;Urbana;Peatón;;1.0
2017-10-07;6.Sábado;68655.0;Santander;Sabana Torres;Urbana;Usuario de bicicleta;18:00 a 20:59;1.0
2017-10-07;6.Sábado;70820.0;Sucre;Santiago Tolu;Urbana;Peatón;18:00 a 20:59;1.0
2017-10-07;6.Sábado;73275.0;Tolima;Flandes;Urbana;Usuario de moto;;1.0
2017-10-07;6.Sábado;76233.0;Valle Del Cauca;Dagua;Rural;Usuario de oto;;1.0
2017-10-07;6.Sábado;76520.0;Valle Del Cauca;Palmira;Sin Información;Usuario de moto;;1.0
2017-10-07;6.Sábado;86320.0;Putumayo;Orito;Urbana;Usuario de moto;;1.0
2017-10-07;6.Sábado;88001.0;Archipielago San Andres, Providencia Y Santa Catalina;San Andres;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-10-08;7.Domingo;5001.0;Antioquia;Medellin;Urbana;Usuario de moto;21:00 a 23:59;1.0
2017-10-08;7.Domingo;5030.0;Antioquia;Amaga;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-10-08;7.Domingo;5079.0;Antioquia;Barbosa;Rural;Peatón;15:00 a 17:59;1.0
2017-10-08;7.Domingo;5079.0;Antioquia;Barbosa;Urbana;;18:00 a 20:59;1.0
2017-10-08;7.Domingo;5120.0;Antioquia;Caceres;Rural;Peatón;;1.0
2017-10-08;7.Domingo;5837.0;Antioquia;Turbo;Rural;Peatón;03:00 a 05:59;1.0
2017-10-08;7.Domingo;15762.0;Boyaca;Sora;Rural;Usuario de moto;;1.0
;7.Domingo;17380.0;Caldas;La Dorada;Rural;Usuario de V.Individual;;1.0
2017-10-08;7.Domingo;18094.0;Caqueta;Belen Los Andaquies;Rural;Usuario de moto;;2.0
2017-10-08;7.Domingo;19450.0;  Cauca  ;Mercaderes;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-10-08;7.Domingo;19698.0;Cauca;Santander Quilichao;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-10-08;7.Domingo;20614.0;Cesar;Rio Oro;Urbana;Usuario de moto;06:00 a 08:59;1.0
2017-10-08;7.Domingo;23001.0;Cordoba;Monteria;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-10-08;7.Domingo;41359.0;Huila;Isnos;Rural;Usuario de moto;12:00 a 14:59;1.0
2017-10-08;7.Domingo;47570.0;Magdalena;Puebloviejo;Rural;Peatón;;1.0
2017-10-08;7.Domingo;52001.0;Narino;Pasto;Rural;Usuario de moto;21:00 a 23:59;1.0
2017-10-08;7.Domingo;52399.0;Narino;La Union;Rural;Usuario de moto;15:00  a  17:59;1.0
2017-10-08;7.Domingo; 66001.0 ;Risaralda;Pereira;Urbana;Usuario de bicicleta;06:00 a 08:59;1.0
2017-10-08;7.Domingo;68207.0;Santander;Concepcion;Rural;Usuario de moto;18:00 a 20:59;1.0
2017-10-08;7.Domingo;68385.0;Santander;Landazuri;Urbana;Peatón;;1.0
2017-10-08;7.Domingo;70508.0;Sucre;Ovejas;Rural;Usuario de moto;00:00 a 02:59;1.0
2017-10-08;7.Domingo;70820.0;Sucre;  Santiago Tolu  ;Urbana;Usuario de moto;;1.0
2017-10-08;7.Domingo;73236.0;Tolima;Dolores;Urbana;Usuario de moto;;1.0
2017-10-08;7.Domingo;73349.0;Tolima;Honda;Urbana;Usuario de moto;03:00 a 05:59;1.0
2017-10-08;7.Domingo;76147.0;Valle Del Cauca;Cartago;Urbana;Usuario de moto;;1.0
2017-10-08;7.Domingo;76306.0;Valle Del Cauca;Ginebra;Urbana;Peatón;;1.0
2017-10-08;7.Domingo;76622.0;Valle Del Cauca;Roldanillo;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-10-08;7.Domingo;81065.0;Arauca;Arauquita;Urbana;Usuario de moto;03:00 a 05:59;1.0
2017-10-08;7.Domingo;85001.0;Casanare;Yopal;Urbana;Peatón;;1.0
2017-10-08;7.Domingo;86865.0;Putumayo;Valle Del Guamuez;Urbana;Peatón;;1.0
2017-10-09;1.Lunes;5591.0;Antioquia;Puerto Triunfo;Rural;Usuario de V.Individual;00:00 a 02:59;1.0
2017-10-09;1.Lunes;5686.0;Antioquia;Santa Rosa Osos;Rural;Usuario de moto;21:00 a 23:59;1.0
2017-10-09;1.Luns;5756.0;Antioquia;Sonson;Rural;Sin Información;;1.0
2017-10-09;1.Lunes;5847.0;Antioquia;Urrao;Rural;;;1.0
2017-10-09;1.Lunes;11001.0;Bogota Dc;Bogota;Urbana;USUARIO DE MOTO;06:00 a 08:59;1.0
2017-10-09;1.Lunes;13001.0;Bolivar;Cartagena;Rural;Peatón;;1.0
2017-10-09;1.Lunes;13001.0;BOLIVAR;Cartagena;Urbana;Peatón;;1.0
2017-10-09;1.Lunes;15861.0;Boyaca;Ventaquemada;Urbana;Peatón;;1.0
2017-10-09;1.Lunes;17665.0;Caldas;San Jose;Rural;Usuario de V.Individual;18:00 a 20:59;1.0
2017-10-09;1.Lunes;19698.0;Cauca;Santander Quilichao;Urbana;Usuario de moto;;
2017-10-09;1.Lunes;23417.0;Cordoba;Lorica;Rural;Peatón;;1.0
2017-10-09;1.Lunes;23417.0;Cordoba;Lorica;RURAL;Peatón;21:00 a 23:59;1.0
2017-10-09;1.Lunes;25286.0;Cundinamarca;Funza;Urbana;Peatón;06:00 a 08:59;1.0
2017-10-09;1.Lunes;27001.0;Choco;Quibdo;Rural;Sin Información;;1.0
2017-09-10;1.Lunes;63001.0;Quindio;armenia;Urbana;;;1.0
2017-10-09;1.Lunes;68464.0;Santander;Mogotes;Rural;Usuario de moto;;1.0
2017-10-09;1.Lunes;76001.0;Valle Del Cauca;Cali;Urbana;Peatón;;2.0
2017-10-09;1.Lunes;76130.0;Valle Del Cauca;Candelaria;Rural;Usuario de moto;;1.0
2017-10-09;1.Lunes;76520.0;Valle Del Cauca;Palmira;Urbana;Usuario de moto;18:00 a 20:59;1.0
2017-10-09;1.Lunes;76892.0;Valle Del Cauca;Yumbo;Urbana;Usuario de moto;;1.0
2017-10-09;1.Lunes;85001.0;Casanare;Yopal;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-10-10;2.Martes;5001.0;Antioquia;Medellin;Urbana;Peatón;18:00 a 20:59;1.0
2017-10-10;2.Martes;5234.0;Antioquia;Dabeiba;Rural;Usuario de moto;15:00 a 17:59;1.0
2017-10-10;2.Martes;11001.0;Bogota Dc;Bogota;Urbana;Peatón;;1.0
2017-10-10;2.Martes;11001.0;Bogota Dc;Bogota;Urbana;Peatón;06:00 a 08:59;1.0
2017-10-10;2.Martes;11001.0;Bogota Dc;Bogota;Urbana;;12:00 a 14:59;1.0
2017-10-10;2.Martes;13001.0;Bolivar;Cartagena;Rural;Usuario de moto;;1.0
2017-10-10;2.Martes;13001.0;Bolivar;Cartagena;Urbana;Peatón;;1.0
2017-10-10;2.Martes;20011.0;Cesar;Aguachica;Rural;Usuario de moto;06:00 a 08:59;2.0
2017-10-10;2.Martes;20383.0;Cesar;La Gloria;Rural;Usuario de moto;09:00 a 11:59;1.0
2017-10-10;2.Martes;50001.0;Meta;Villavicencio;Urbana;Usuario  de  moto;;1.0
10-10-2017;2.Martes;50001.0;Meta;Villavicencio;Urbana;Usuario de moto;00:00 a 02:59;1.0
2017-10-10;2.Martes;52356.0;Narino;Ipiales;Urbana;Peatón;;1.0
2017-10-10;2.Martes;54001.0;Norte Santander;Cucuta;Sin Información;Usuario de moto;;1.0
